modis_sst,modis_chlora,salinity,bathymetry_m,latitude,longitude,depth,aragonite,latitude,longitude
29.204999923706055,,36.0914,4263.0,11.6207,64.6675,5.0,4.911576811027518,11.6207,64.6675
,,33.954,4848.0,-59.522,-0.0045,10.0,2.997115057768676,-59.522,-0.0045
7.663333415985107,,32.9813,5904.0,47.0078,165.0078,0.0,2.917502809491487,47.0078,165.0078
15.207500457763672,,36.072,5038.0,38.018,-20.028,10.0,5.120582496506498,38.018,-20.028
8.042499542236328,,33.626999999999995,8.0,53.9517,-6.26267,6.0,3.4011200054086808,53.9517,-6.26267
,,35.88,3920.0,44.95,-34.583,9.453,5.337617370337112,44.95,-34.583
,,35.75,1486.0,-31.298,94.997,3.0,4.971442965496503,-31.298,94.997
20.1299991607666,,34.787,125.0,28.7,126.45,0.0,4.929440794628246,28.7,126.45
,,36.154,3933.0,0.0866,-27.998,3.1824,5.084123770279125,0.0866,-27.998
13.420000076293944,,33.223,5173.0,43.081,153.37,0.0,4.440272429846552,43.081,153.37
17.604999542236328,,35.837,4026.0,43.999,-20.0,4.0,5.153592295278448,43.999,-20.0
,,34.4,5658.0,39.5,155.0,0.0,4.688669496308744,39.5,155.0
10.267999649047852,,35.47,1414.0,54.61,-17.901,3.0,4.071319342496484,54.61,-17.901
,,33.925,292.0,36.8,-121.87,5.0,5.087032130267038,36.8,-121.87
10.899999618530272,,33.291,5254.0,40.0,-152.0,4.0,3.8925460404304615,40.0,-152.0
,,35.364,4779.0,-35.332,-170.0,2.6804,4.852007200577122,-35.332,-170.0
26.643571853637695,,34.619,5250.0,19.0,155.0,0.0,5.0622743352572765,19.0,155.0
24.963333129882812,,36.121,87.0,18.01,-16.42,4.0,4.836500826281021,18.01,-16.42
,,32.431,186.0,43.335,-49.582,8.0,3.4500148262896206,43.335,-49.582
,,34.541,5255.0,-19.084,95.004,4.0,4.78013050302815,-19.084,95.004
,,34.349,5765.0,39.0,155.0,10.0,4.084914178845096,39.0,155.0
7.624999523162842,,32.977,5213.0,46.9,160.1,0.0,3.2062125795260568,46.9,160.1
,,34.596,74.0,55.0,0.5001,10.0,4.822400460426451,55.0,0.5001
30.26249885559082,,34.0334,4939.0,9.9932,136.9908,0.0,4.267383649859293,9.9932,136.9908
,,35.936,4093.0,42.0,-21.33,3.5883,5.004655880278697,42.0,-21.33
,,34.018,2575.0,2.0473,142.0,6.0,4.587348133098055,2.0473,142.0
29.398332595825195,,34.322,5483.0,14.996,137.0,10.0,4.497983356158251,14.996,137.0
,,30.804,48.0,59.8953,-169.2033,2.0,1.8988734967825585,59.8953,-169.2033
,,35.7,4418.0,42.499,-19.331,3.3731,4.864974005447773,42.499,-19.331
,,35.117,5365.0,-0.0027,179.13,0.0,4.7387904332316655,-0.0027,179.13
,,35.937,5221.0,40.0,-19.333,4.9616,5.151673746623482,40.0,-19.333
,,31.5436,59.0,57.9585,-169.3712,10.0,2.413162014114544,57.9585,-169.3712
10.210000038146973,,32.54,4161.0,54.55,-148.06,3.0,3.089355324584132,54.55,-148.06
15.354999542236328,,34.632,5825.0,37.992,148.99,0.0,4.425195698125916,37.992,148.99
27.46875,,32.824,5797.0,16.831,-56.2687,8.0,4.736539888423922,16.831,-56.2687
24.799999237060547,,34.6425,4282.0,24.0033,137.015,9.0,4.721024246414577,24.0033,137.015
24.98499870300293,,35.637,5309.0,-19.998,-170.0,4.0,5.139938880915568,-19.998,-170.0
6.1875,,32.991,5634.0,49.001,164.98,10.0,3.5325885303028746,49.001,164.98
23.818748474121097,,36.766,4546.0,26.497,-74.804,4.0,5.589996135773583,26.497,-74.804
30.439998626708984,,34.575,4334.0,0.9958,164.99,0.0,4.3944898833666075,0.9958,164.99
29.433332443237305,,34.007,3500.0,6.9983,148.69,10.0,4.573339552820319,6.9983,148.69
16.869998931884766,,34.524,3334.0,-32.498,-106.67,9.0,4.458308466335525,-32.498,-106.67
,,34.633,5781.0,35.985,148.16,9.0,4.987371968968073,35.985,148.16
,0.1542706489562988,33.866,3532.0,-55.5,0.002,10.0,2.9507050381464044,-55.5,0.002
28.21928596496582,,35.134,4984.0,-2.9992,-2.9997,5.0,4.537185443351877,-2.9992,-2.9997
,,35.289,4853.0,-37.765,-171.2,3.8709,4.780338920631129,-37.765,-171.2
7.857500076293945,,33.977,3528.0,-54.003,-149.98,4.0,3.459442333090775,-54.003,-149.98
28.545000076293945,,35.424,3813.0,7.0,-21.0,10.0,4.815246964529527,7.0,-21.0
22.549999237060547,,36.103,1631.0,18.5,-17.0,6.0,4.862849094294606,18.5,-17.0
30.23499870300293,,34.0404,4775.0,5.0128,165.0072,0.0,4.3164719735953625,5.0128,165.0072
,0.1403633803129196,33.5783,4277.0,4.6658,79.9985,10.0,4.17275859002289,4.6658,79.9985
6.359999656677246,,32.901,5213.0,46.9,160.1,0.0,3.383566512640499,46.9,160.1
,,35.805,4863.0,43.5,-18.66,5.5315,4.979623158835957,43.5,-18.66
21.998748779296875,,35.249,5056.0,-32.5,-146.53,6.0,4.711488029819137,-32.5,-146.53
,,32.632,4256.0,50.0,-145.0,4.0,2.9048615691332165,50.0,-145.0
,,32.961,5950.0,45.01,165.02,9.0,2.956055629600317,45.01,165.02
,,34.853,4821.0,-0.0027,174.99,0.0,4.673252337053196,-0.0027,174.99
,,34.13,3679.0,-49.605,143.95,10.0,3.570622780438634,-49.605,143.95
,,26.561,522.0,58.5,9.5017,5.211,3.0055799985497345,58.5,9.5017
,,32.086,119.0,56.002,-166.0,5.3,3.6382682793327774,56.002,-166.0
,,29.486,535.0,58.498,10.141,5.519,3.6437369793607712,58.498,10.141
,,34.2878,4393.0,-0.074,164.9962,0.0,4.422616002109914,-0.074,164.9962
,,35.813,5304.0,39.502,-16.666,4.9588,4.929183616148464,39.502,-16.666
4.174999713897705,,33.826,4624.0,-54.367,86.142,5.0,3.1480223105906777,-54.367,86.142
21.45199966430664,,35.576,4249.0,-30.08,175.84,10.0,4.941437916183593,-30.08,175.84
20.334999084472656,,34.624,6094.0,34.983,148.73,9.0,5.021790697169063,34.983,148.73
,,33.806,5534.0,41.0,155.0,0.0,3.6210658954892727,41.0,155.0
6.559000015258789,,30.624,7.0,53.219,-9.10017,3.0,2.686592090370725,53.219,-9.10017
,,32.935,5337.0,44.0,155.0,0.0,3.2158783591009312,44.0,155.0
7.664999961853027,,31.785,114.0,59.8983,-178.192,3.0,5.422537003933233,59.8983,-178.192
29.92124938964844,,34.0995,5354.0,4.9943,137.0083,10.0,4.229198670865811,4.9943,137.0083
22.649999618530273,,34.675,5076.0,24.961,137.0,10.0,4.795887304175199,24.961,137.0
26.421667098999023,,36.075,4857.0,7.5008,-39.5,5.0,5.0930717262383265,7.5008,-39.5
3.649999856948853,,34.655,3336.0,59.481,-49.467,4.0,4.285212357996333,59.481,-49.467
,,35.237,5757.0,26.001,165.0,0.0,5.298619748372139,26.001,165.0
,,28.745,337.0,57.999,6.5002,9.94,3.237706316438486,57.999,6.5002
,,33.9477,4474.0,-52.5006,30.0016,4.0,2.866252372097174,-52.5006,30.0016
,,34.289,30.0,53.8,0.5,10.0,3.5923989239074303,53.8,0.5
9.204999923706056,,31.783,125.0,51.001,-127.84,2.0,2.6840481502864675,51.001,-127.84
,,31.5,102.0,58.0,10.4,5.138,4.181670722000076,58.0,10.4
,,28.25,0.0,52.2497,-6.9928300000000005,7.0,2.0397620517207495,52.2497,-6.9928300000000005
,,34.602,28.0,53.8,1.499,5.111,4.680384575059067,53.8,1.499
,,30.9136,65.0,59.9,-170.4,4.0,2.691337813196233,59.9,-170.4
29.799999237060547,,33.774,5292.0,5.0157,137.01,10.0,4.4269484715558045,5.0157,137.01
13.364999771118164,,34.715,6036.0,37.0235,149.6937,9.0,4.520131744712478,37.0235,149.6937
,,34.86,49.0,50.317,-0.48333,5.0,4.020184910916464,50.317,-0.48333
-0.5774999856948853,,32.414,883.0,55.112,-54.139,2.0,3.533604286962089,55.112,-54.139
,,33.756,3678.0,-49.568,2.2345,3.0,3.287502246242117,-49.568,2.2345
27.502498626708984,,34.274,5055.0,9.9888,163.96,10.0,4.555025429527615,9.9888,163.96
,,32.26,30.0,56.001,7.4988,10.0,4.022215887541559,56.001,7.4988
,,34.485,5359.0,40.916,149.9,0.0,4.603071066066898,40.916,149.9
,,32.959,269.0,59.0,4.7,5.0,3.709740602021785,59.0,4.7
,,31.7553,54.0,57.5328,-167.0313,2.0,2.564771004957644,57.5328,-167.0313
23.453332901000977,,36.083,50.0,18.5,-16.4,6.0,4.47675776398832,18.5,-16.4
,,34.614,30.0,56.999,7.504,4.364,3.603951554651692,56.999,7.504
14.17562484741211,,29.4461,191.0,48.614,-123.2467,2.0,1.279297468876636,48.614,-123.2467
28.04749870300293,,36.2149,43.0,32.5763,-78.7023,6.0,4.98268154366526,32.5763,-78.7023
,,35.341,5545.0,-33.996,-170.0,2.2836,4.77605954392984,-33.996,-170.0
14.4399995803833,,34.573,5825.0,37.992,148.98,10.0,4.291204390676335,37.992,148.98
25.954999923706055,,36.891,4890.0,-24.0,-21.3,6.0,5.174347648347762,-24.0,-21.3
,,36.097,5161.0,39.0,-16.67,8.6789,4.838524245055425,39.0,-16.67
,,33.045,102.0,57.998,10.399,9.016,3.3320915605900936,57.998,10.399
,,35.525,1292.0,53.0,-14.988,10.0,3.995098997806295,53.0,-14.988
,,34.4046,4114.0,23.7553,132.9998,9.0,4.246072397537324,23.7553,132.9998
,,34.267,1936.0,-0.0068,155.85,0.0,4.47355977941124,-0.0068,155.85
,,34.158,3794.0,0.0028,161.48,0.0,4.534487803840945,0.0028,161.48
,,31.042,522.0,58.5,9.4998,10.0,3.5243906305051382,58.5,9.4998
28.732498168945312,,34.207,4787.0,4.9912,165.0,0.0,4.273422496804886,4.9912,165.0
,,34.64,125.0,28.699,126.45,0.0,4.752998280430141,28.699,126.45
9.44499969482422,,34.105,4466.0,-45.0,1.247,5.0,3.910898340295861,-45.0,1.247
,,33.448,535.0,58.5,10.131,4.885,3.523803236716726,58.5,10.131
,,32.4862,138.0,59.89,-177.62,1.0,2.389915582360678,59.89,-177.62
17.327499389648438,,32.074,15.0,41.31002,-70.51206,2.0,2.694408638894085,41.31002,-70.51206
,,34.48,30.0,56.999,7.5002,5.474,4.031718175499557,56.999,7.5002
,,35.639,3002.0,-28.31,95.008,3.0,5.240161160163022,-28.31,95.008
16.065000534057617,,33.905,3926.0,-39.501,-103.0,5.0,3.55068071533781,-39.501,-103.0
,,30.662,522.0,58.5,9.4998,5.0,4.060658721487295,58.5,9.4998
,,34.646,112.0,59.0,2.4997,5.0,5.903892790300172,59.0,2.4997
,,33.031,4948.0,45.5,157.5,10.0,3.193254121020861,45.5,157.5
27.57749938964844,,34.389,5481.0,14.999,136.99,10.0,4.788165625958671,14.999,136.99
2.6499998569488525,,30.816,207.0,54.254,-54.1,1.0,3.378417469787356,54.254,-54.1
,,34.4657,3939.0,24.0083,136.982,10.0,4.267255026343814,24.0083,136.982
,,34.794,37.0,55.0,3.5004,5.0,4.330920713751924,55.0,3.5004
28.26166725158691,,35.344,6057.0,23.991,164.99,10.0,4.6964414589175,23.991,164.99
17.350000381469727,,35.309,4118.0,-38.499,-26.867,4.0,4.703272420551124,-38.499,-26.867
25.809999465942383,,34.0274,125.0,28.6987,126.446,0.0,4.386366970510131,28.6987,126.446
26.63999938964844,,36.1994,4601.0,8.5985,-52.4769,4.0,4.916723703948032,8.5985,-52.4769
17.09000015258789,,35.774,4264.0,48.413,-21.141,3.07,5.330332111280581,48.413,-21.141
26.66499900817871,,34.562,5382.0,11.0,-152.0,5.0,4.558969440243378,11.0,-152.0
,,34.974,46.0,50.499,0.5,4.777,3.8589032699183834,50.499,0.5
,,34.83,61.0,56.983,3.6833,5.0,4.854928309726886,56.983,3.6833
4.414999961853027,,34.132,4825.0,-57.481,-97.537,3.0,3.2479217936635596,-57.481,-97.537
28.00749969482422,,34.209,5004.0,10.002,136.97,10.0,4.507657598957112,10.002,136.97
,,35.192,5659.0,-24.5,-170.0,2.8814,5.239407345207077,-24.5,-170.0
,,35.267,3675.0,53.64,-25.24,3.0,4.750652972448997,53.64,-25.24
25.540498733520508,,36.004,3304.0,1.0097,-24.996,10.0,4.973154498431506,1.0097,-24.996
10.095000267028809,,34.048,5534.0,41.0,155.0,10.0,4.85676584363632,41.0,155.0
17.369998931884766,,34.8849,3357.0,-32.5001,-106.1851,5.0,4.385282373025453,-32.5001,-106.1851
,,34.802,2904.0,59.235,-35.121,2.48,4.268046303180495,59.235,-35.121
27.858999252319336,,34.824,5700.0,-23.492,-170.0,3.0,4.897516230277699,-23.492,-170.0
21.454999923706055,,34.873,932.0,27.794,127.81,0.0,4.62821848203082,27.794,127.81
28.229999542236328,,34.5331,3312.0,23.9948,130.9922,0.0,4.396318739274722,23.9948,130.9922
,,35.634,3588.0,44.0,-16.67,3.8415,5.122774404570316,44.0,-16.67
,,35.76,5023.0,41.0,-19.333,6.7472,4.981722030249972,41.0,-19.333
,,28.488,17.0,54.399,8.0996,4.0,1.918087657364908,54.399,8.0996
-0.3199999928474426,,31.1636,98.0,57.96,-170.83,10.0,5.188353094845831,57.96,-170.83
10.207500457763672,,34.1,4184.0,-49.0,-103.0,8.0,3.4275799631566573,-49.0,-103.0
,,33.432,5332.0,44.1,155.0,10.0,3.637948579062257,44.1,155.0
,,34.729,26.0,54.999,2.0012,4.598,4.191407638331946,54.999,2.0012
8.579999923706055,,32.641,7.0,53.209,-9.10117,10.0,3.465027486399356,53.209,-9.10117
,,34.737,6046.0,32.002,165.0,0.0,5.016009710392519,32.002,165.0
,,35.73,4849.0,44.0,-18.66,7.7148,5.04573736490086,44.0,-18.66
,,33.71,5410.0,-57.713,13.488,5.0,3.891440476962828,-57.713,13.488
10.59666633605957,,34.382,3120.0,-44.489,95.028,6.0,3.9586461579026344,-44.489,95.028
2.0299999713897705,,33.781,1797.0,-55.599,-34.183,5.0,3.31372482825116,-55.599,-34.183
,,34.907,77.0,56.999,2.2495,5.0,3.960597215189871,56.999,2.2495
,,35.544,3261.0,53.231,-15.935,4.0,4.067187863761136,53.231,-15.935
18.412498474121097,,35.187,5715.0,30.001,169.4,2.0,4.85393624017938,30.001,169.4
27.8799991607666,,34.5089,5483.0,14.9917,136.9922,0.0,4.459026001961156,14.9917,136.9922
20.97749900817871,,34.545,5713.0,32.0,147.97,0.0,4.847511688061488,32.0,147.97
12.842499732971191,,32.651,5230.0,47.0,-153.63,9.0,3.6700042665702104,47.0,-153.63
,,31.6748,72.0,57.9073,-169.0622,2.0,2.4341044554819713,57.9073,-169.0622
,,35.13,1422.0,58.727,-30.696,6.0,4.745802620051017,58.727,-30.696
,,32.203,30.0,53.975,7.4995,5.0,4.08365397237881,53.975,7.4995
,,35.251,1424.0,57.49,-20.146,8.0,4.732141097704325,57.49,-20.146
9.404999732971191,,32.825,5329.0,44.009,155.02,0.0,3.08431941853925,44.009,155.02
28.84000015258789,,35.269,5661.0,-0.0047,-164.79,10.0,4.682982068624532,-0.0047,-164.79
,,34.43,3826.0,23.751,132.0027,0.0,4.573530174441393,23.751,132.0027
25.52833366394043,,33.703,3818.0,3.5002,-110.0,3.0,4.173781657977127,3.5002,-110.0
,,34.771,44.0,57.0,5.2515,9.487,3.4886805540742913,57.0,5.2515
,,34.172,4485.0,-58.499,-0.001,10.0,3.0137407586680607,-58.499,-0.001
5.34499979019165,,33.6306,5964.0,44.9855,164.986,10.0,3.163959902544978,44.9855,164.986
,,33.189,30.0,57.0,7.4982,5.0,4.121980267006562,57.0,7.4982
27.099998474121097,,34.393,4199.0,24.676,130.02,10.0,4.697435651974364,24.676,130.02
22.53999900817871,,34.314,5905.0,34.995,165.01,0.0,4.209106680753942,34.995,165.01
,,33.711,4227.0,-47.67,58.0,5.1,3.641868448819368,-47.67,58.0
28.86000061035156,,33.997,3338.0,8.9912,139.99,0.0,4.556052562598587,8.9912,139.99
26.36916732788086,,34.508,3017.0,39.084,-69.353,5.1,4.392056121768599,39.084,-69.353
,,31.103,49.0,58.5,-167.5,10.0,2.756352722669734,58.5,-167.5
22.448749542236328,,36.48,5150.0,39.689,-59.182,3.0,5.570920542320006,39.689,-59.182
,,35.275,116.0,59.999,2.5007,5.451,3.997658941432057,59.999,2.5007
,,34.374,95.0,59.998,1.4992,10.0,4.771635947542254,59.998,1.4992
7.159999847412109,,33.945,4510.0,-47.475,-86.457,6.0,3.549185468265897,-47.475,-86.457
5.670000076293945,,33.907,3874.0,-57.132,-64.253,5.9,3.3817434090555256,-57.132,-64.253
,0.5244659781455994,34.69,672.0,59.815,-42.279,6.0,3.86014031728244,59.815,-42.279
11.22499942779541,,34.8621,3187.0,55.50486,-26.70762,7.0,4.205024585718997,55.50486,-26.70762
,,34.303,5765.0,39.0,155.0,0.0,3.8871606020578344,39.0,155.0
16.448333740234375,,34.651,5976.0,36.004,149.27,0.0,4.583120557596536,36.004,149.27
8.657500267028809,,34.131,5146.0,-45.0,-30.904,4.0,3.663748888224048,-45.0,-30.904
,,33.941,3954.0,-40.999,-103.0,4.0,3.496663290158803,-40.999,-103.0
29.997499465942383,,34.227,5483.0,15.008,137.0,0.0,4.365208594921618,15.008,137.0
17.119998931884766,,35.619,4444.0,49.0,-19.991,2.0,5.064068825912746,49.0,-19.991
,,31.0597,48.0,59.9,-169.21,10.0,2.2970932197474108,59.9,-169.21
,,35.296,2263.0,-44.365,146.23,10.0,4.793245646048203,-44.365,146.23
10.14199924468994,,32.683,64.0,40.93,-67.7083,3.0,3.1499277783340003,40.93,-67.7083
30.842498779296875,,32.935,95.0,27.8697,-93.83,3.0,3.94578618637183,27.8697,-93.83
,,34.5463,4945.0,24.2498,138.5813,0.0,4.3077119168613915,24.2498,138.5813
,,34.148,31.0,53.801,5.2485,9.997,3.843269823346429,53.801,5.2485
27.98500061035156,,36.121,4990.0,7.5003,-33.5,6.0,5.2060585072906145,7.5003,-33.5
-0.2399999946355819,,31.6651,72.0,56.8445,-164.0662,10.0,4.214839245839253,56.8445,-164.0662
,,35.307,365.0,-32.653,114.76,7.0,5.113854307556308,-32.653,114.76
,,34.548,69.0,55.0,-0.50067,4.694,3.8401968941735536,55.0,-0.50067
18.125,,34.474,98.0,28.701,124.91,1.0,4.739667315766322,28.701,124.91
27.388999938964844,,25.962,2243.0,8.2714,-52.85,3.0,3.328756622789621,8.2714,-52.85
20.99250030517578,,35.875,5702.0,-31.001,-170.0,5.0,5.144517691224459,-31.001,-170.0
,,34.852,3554.0,58.221,-50.886,2.0,3.622908659236916,58.221,-50.886
,,35.919,5295.0,41.5,-18.0,5.8849,4.764977568474441,41.5,-18.0
27.261249542236328,,36.162,5261.0,-2.6668,-25.001,2.0,4.962442351038022,-2.6668,-25.001
6.292999744415283,,32.219,1.0,53.2495,-9.02083,3.0,2.9362948817669388,53.2495,-9.02083
23.397499084472656,,36.9868,3649.0,29.247,-15.926,4.0,5.169622449993269,29.247,-15.926
,,35.728,3412.0,46.912,-27.305,10.0,4.8971681934630595,46.912,-27.305
27.510000228881836,,34.6741,4503.0,-13.957,54.9983,4.0,4.39995022860355,-13.957,54.9983
,,35.3,95.0,59.999,1.5018,5.222,3.920260661146072,59.999,1.5018
7.324999809265137,,34.705,3425.0,58.484,-53.662,10.0,4.9029628572482995,58.484,-53.662
14.594999313354492,,33.674,226.0,36.8,-121.85,4.0,3.9363303336008215,36.8,-121.85
28.229999542236328,,34.5126,3312.0,23.9948,130.9922,10.0,4.429442234388963,23.9948,130.9922
16.32499885559082,,34.875,5509.0,33.0,-152.0,5.0,4.727623382193834,33.0,-152.0
1.899999976158142,,33.719,2675.0,-52.601,0.0005,6.0,3.17672489850348,-52.601,0.0005
1.0099999904632568,,33.664,3259.0,-58.501,-30.93,3.0,3.382090400919028,-58.501,-30.93
13.539999961853027,,33.415,2205.0,36.53,-122.44,10.0,3.317937017603484,36.53,-122.44
24.231666564941406,,36.064,203.0,18.01,-16.5,9.0,4.663829186675646,18.01,-16.5
14.375,,35.644,4507.0,45.794,-19.091,5.0,5.38932604679912,45.794,-19.091
16.823333740234375,,32.807,5149.0,41.938,151.48,10.0,3.682685213973231,41.938,151.48
24.707500457763672,,36.083,2615.0,19.0,-18.0,10.0,5.138938042957697,19.0,-18.0
27.480833053588867,,32.119,4990.0,13.162,-53.4211,9.0,4.065614219805228,13.162,-53.4211
,,34.3646,973.0,24.247,141.402,10.0,4.275722166365797,24.247,141.402
25.059999465942383,,36.241,5364.0,10.08,-24.521,5.0,5.0379519692486285,10.08,-24.521
,,30.9021,44.0,59.9038,-168.5867,2.0,1.4912784172590543,59.9038,-168.5867
,,33.258,1969.0,32.34,-120.09,4.0,3.842404761743893,32.34,-120.09
29.086999893188477,,35.245,3134.0,5.5938,60.6223,4.0,4.580771825469801,5.5938,60.6223
23.994165420532227,,34.861,5272.0,22.5,-152.0,10.0,4.667247066632802,22.5,-152.0
,,34.19,2871.0,0.0008,160.0,0.0,4.553179052701679,0.0008,160.0
9.641666412353516,,34.283,111.0,53.9467,-5.34633,4.0,3.852556078669904,53.9467,-5.34633
14.09999942779541,,34.453,5259.0,-46.724,-170.89,3.0,4.3220463665813424,-46.724,-170.89
13.91249942779541,,32.785,5699.0,41.672,146.53,10.0,3.78023508016275,41.672,146.53
,,34.136,5285.0,-11.411,95.001,4.0,4.542057445600678,-11.411,95.001
15.917499542236328,,35.321,1426.0,53.999,-19.998,4.0,5.027727581071526,53.999,-19.998
27.1612491607666,,34.626,6182.0,-16.838,94.993,3.0,4.562384304494297,-16.838,94.993
30.44999885559082,,34.2474,2871.0,-0.0028,159.997,10.0,4.389522046710571,-0.0028,159.997
15.998332977294922,,35.702,4320.0,49.158,-21.732,4.46,5.327226416355393,49.158,-21.732
31.084999084472656,,34.158,4296.0,5.0042,147.86,0.0,4.370992455975138,5.0042,147.86
,,32.4646,114.0,59.8917,-178.1935,10.0,3.4187002163267484,59.8917,-178.1935
,,35.446,4021.0,-35.681,-170.01,5.0,4.586279982454905,-35.681,-170.01
,,33.936,5475.0,-57.498,30.0,7.0,3.2706631092186336,-57.498,30.0
,,35.393,5109.0,-29.502,-169.99,3.079,5.141157105054047,-29.502,-169.99
28.147499084472656,,34.035,3828.0,8.9947,137.0,10.0,4.397575773241796,8.9947,137.0
16.364999771118164,,36.335,4873.0,41.982,-41.982,10.0,5.165001464140121,41.982,-41.982
,,31.2386,61.0,57.45,-169.77,4.0,4.749507316767909,57.45,-169.77
16.23699951171875,,34.397,5270.0,-41.5,-150.0,3.0,4.1519639136075135,-41.5,-150.0
,,35.584,1022.0,49.107,-12.197,10.0,4.658967572916514,49.107,-12.197
25.930831909179688,,35.003,3784.0,24.014,136.96,0.0,4.722025383715211,24.014,136.96
18.78499984741211,,33.88,2990.0,37.78,134.73,0.0,4.4524099871306895,37.78,134.73
12.897500038146973,,35.631,4022.0,48.785,-21.432,6.0,4.8452184918593355,48.785,-21.432
8.194999694824219,,32.978,3826.0,57.0,176.0,0.0,3.931634451976621,57.0,176.0
11.969999313354492,,35.085,123.0,59.6,-3.5012,2.0,4.526704995171134,59.6,-3.5012
28.648887634277344,,35.148,5423.0,18.0,164.99,0.0,4.840025695357615,18.0,164.99
,,34.185,5538.0,38.971,179.03,10.0,4.63718591672993,38.971,179.03
27.171667098999023,,36.337,5825.0,-5.9998,-25.001,2.0,4.991032669908376,-5.9998,-25.001
,,34.606,2945.0,59.988,-48.904,3.0,5.644951603289929,59.988,-48.904
,,34.854,113.0,59.0,2.4833,5.0,4.208364390401918,59.0,2.4833
27.616249084472656,,29.1736,208.0,7.1498,-53.1894,5.0,3.350005896935335,7.1498,-53.1894
24.63999938964844,,34.665,3769.0,24.29,132.82,10.0,5.046572867588022,24.29,132.82
,,34.019,3376.0,-56.233,-0.0015,6.0,3.08736765608872,-56.233,-0.0015
30.417499542236328,,34.1357,3569.0,6.5016,89.3396,6.0,4.255621997984893,6.5016,89.3396
8.91249942779541,,34.028,97.0,55.2878,-5.83533,3.0,3.651530275717107,55.2878,-5.83533
14.804999351501465,,33.285,3772.0,34.5,-121.86,10.0,3.5728605991580995,34.5,-121.86
16.279998779296875,,33.929,5270.0,41.488,179.0,10.0,4.539879452414361,41.488,179.0
5.512499809265137,,31.6089,51.0,59.9,-172.2,2.0,2.650667188158738,59.9,-172.2
22.34000015258789,,34.646,5795.0,36.032,148.16,10.0,4.745091664439835,36.032,148.16
16.22333335876465,,35.193,3648.0,51.502,-20.0,3.0,4.864702583465072,51.502,-20.0
26.55299949645996,,35.3704,1516.0,7.9449,-52.8143,5.0,4.484229279243259,7.9449,-52.8143
7.174999713897705,,32.4966,3941.0,49.57,-138.67,5.0,2.9104251861097405,49.57,-138.67
0.25,,32.57,883.0,55.114,-54.14,10.0,2.378724943133544,55.114,-54.14
19.594999313354492,,34.233,6005.0,38.0,155.0,10.0,4.892019497444602,38.0,155.0
25.77666664123535,,35.355,5366.0,30.008,-171.67,9.0,4.840471928342336,30.008,-171.67
29.25,,36.1332,468.0,30.9813,-79.6595,6.0,4.867083234144669,30.9813,-79.6595
26.073749542236328,,34.627,533.0,26.996,127.49,0.0,4.470455997595271,26.996,127.49
,,31.512,81.0,48.78,-125.57,2.0,4.798083248490341,48.78,-125.57
,,33.302,44.0,55.0,6.5,5.0,3.8414244198842376,55.0,6.5
,,35.734,3438.0,43.499,-17.999,4.96,4.834171094230652,43.499,-17.999
,,33.5139,318.0,42.8918,145.5188,10.0,4.349122334130916,42.8918,145.5188
,,32.9964,5336.0,44.0859,155.0166,10.0,3.953537309650104,44.0859,155.0166
29.71500015258789,,34.4675,5577.0,15.0158,136.996,10.0,4.438166274641788,15.0158,136.996
,,34.2485,4729.0,24.2623,133.9967,0.0,4.208362296004238,24.2623,133.9967
,,34.622,3714.0,53.749,-49.397,9.6108,3.7925308681701577,53.749,-49.397
2.03499984741211,,33.777,361.0,-55.23,-34.738,4.0,3.2885581375339363,-55.23,-34.738
,,34.41,31.0,53.8,5.25,5.0,3.848215153520409,53.8,5.25
23.05500030517578,,36.1866,5073.0,12.4719,-52.3337,5.0,4.997422321897954,12.4719,-52.3337
19.80749893188477,,35.271,4323.0,-35.002,73.5,3.587,4.714716987249963,-35.002,73.5
8.09999942779541,,32.93,5629.0,44.0,-152.0,10.0,3.4956593981703663,44.0,-152.0
24.231666564941406,,36.068,203.0,18.01,-16.5,5.0,4.7562894219411715,18.01,-16.5
12.375,,32.42,3941.0,49.566,-138.67,5.0,3.642726195306745,49.566,-138.67
8.454999923706055,,33.948,1.0,51.6407,-9.70917,3.0,3.05407461855014,51.6407,-9.70917
30.111665725708008,,34.168,3088.0,-0.4968,142.99,0.0,4.346582927738416,-0.4968,142.99
,,33.075,5417.0,49.5,163.1,10.0,2.9078073117233414,49.5,163.1
20.584999084472656,,35.828,4877.0,-34.5,1.1577,6.0,4.7741356609440615,-34.5,1.1577
,,33.804,3975.0,-49.0,0.6928,5.0,3.3851612712049235,-49.0,0.6928
,,35.971,5712.0,-32.885,100.11,6.0,4.92369198726284,-32.885,100.11
,,34.949,2781.0,56.629,-27.58,6.0,4.620490396495864,56.629,-27.58
,,31.6527,71.0,56.851,-164.512,10.0,3.8582116029353384,56.851,-164.512
,,31.337,88.0,59.101,-170.2673,2.0,2.3988948222099875,59.101,-170.2673
28.0,,22.0955,18.0,36.97766,-76.34131,9.0,1.3385490471688983,36.97766,-76.34131
,,35.978,5485.0,40.501,-18.666,4.9614,5.406855572250524,40.501,-18.666
28.700000762939453,,36.0207,2256.0,35.504,-74.5362,6.0,4.984965437183293,35.504,-74.5362
28.57499885559082,,35.15,4236.0,1.7299,-151.0,10.0,4.204352919895385,1.7299,-151.0
,,35.875,4103.0,42.0,-20.66,7.2415,5.034761892739799,42.0,-20.66
